id,y
4000,0.7357557385319531
4001,0.23991513279223778
4002,0.15202801481261916
4003,0.20486917146858072
4004,0.08994940410101747
4005,0.24711989732772363
4006,0.37821296161970236
4007,0.07696305513149561
4008,0.13773557518197677
4009,0.08243159017066996
4010,0.5654714114977303
4011,0.47671845133277185
4012,0.18992861696320415
4013,0.19036757262864365
4014,0.6963877768240385
4015,0.14475382556517788
4016,0.2848562786805448
4017,0.10313517836764836
4018,0.339650052714048
4019,0.20662736328745748
4020,0.46668250148118195
4021,0.27319874280071715
4022,0.6170104860860236
4023,0.06988056326100452
4024,0.4150371553661621
4025,0.14344777192100203
4026,0.21373637572285922
4027,0.265659120236954
4028,0.0966779350070801
4029,0.35170032151283187
4030,0.09790634043572789
4031,0.720138303388333
4032,0.11709194966594126
4033,0.4731437814703083
4034,0.2995453879811885
4035,0.46716937925225593
4036,0.39146702039173126
4037,0.4133461923335274
4038,0.13333615061394802
4039,0.4907352360720247
4040,0.1485347152954868
4041,0.20121051567397488
4042,0.6508842798697954
4043,0.3561526964311907
4044,0.25976278629657884
4045,0.07018200849607703
4046,0.2325777023423091
4047,0.29920984975655424
4048,0.4120271678591408
4049,0.2830318389703906
4050,0.2002052336921114
4051,0.20120798996841915
4052,0.16640230685623533
4053,0.14497986070553104
4054,0.6900693871028333
4055,0.642189283273513
4056,0.4999554658219733
4057,0.6193397358167975
4058,0.08534927590688986
4059,0.11537324849088353
4060,0.20585508888682358
4061,0.14440448910686526
4062,0.33469289739618335
4063,0.06128836133298243
4064,0.07240116288093518
4065,0.08883600100950657
4066,0.3788824442164826
4067,0.5793989248861006
4068,0.08553274227147728
4069,0.715017367551226
4070,0.14578094158948904
4071,0.1751902402914398
4072,0.14673913115015128
4073,0.3705502287895333
4074,0.16209286038840517
4075,0.24657006426071904
4076,0.5447282572494765
4077,0.4095998178717835
4078,0.8818938338651902
4079,0.11562583155664352
4080,0.07817334595368174
4081,0.5635256608811855
4082,0.3995190394870421
4083,0.7282101053601505
4084,0.7807806688948148
4085,0.06410961994564104
4086,0.21701243102001008
4087,0.13887432096759125
4088,0.17085848492198563
4089,0.1466124222268644
4090,0.7177220852713928
4091,0.29686405802503585
4092,0.2988634402844224
4093,0.12106255665599179
4094,0.8014650715288227
4095,0.172130421371675
4096,0.16339805483405664
4097,0.27492725611020635
4098,0.133170324635025
4099,0.18547811468417374
4100,0.07975549574728354
4101,0.14972438505598598
4102,0.7050851892147575
4103,0.23531458541120917
4104,0.1191309859885727
4105,0.15048459150460386
4106,0.08820089323981169
4107,0.1587046165182994
4108,0.6815150727385331
4109,0.5535435135924865
4110,0.570022310326953
4111,0.30827153083633196
4112,0.18884893595132768
4113,0.1752735617289024
4114,0.11320225553147749
4115,0.09083675438874671
4116,0.1334503413445071
4117,0.13296488597570671
4118,0.21333775066080884
4119,0.08051204663584245
4120,0.5149974785462357
4121,0.09370590626828351
4122,0.13622670553212649
4123,0.14274102911903633
4124,0.8675236201225802
4125,0.14982423416079138
4126,0.35708212153535723
4127,0.41361646043651645
4128,0.2579616516210115
4129,0.27085154400614186
4130,0.3687809114791634
4131,0.12219031897935406
4132,0.5616792891383814
4133,0.35349175838567026
4134,0.7889247885810019
4135,0.13358937102588947
4136,0.2934492708729765
4137,0.07381352259815463
4138,0.24910519807280365
4139,0.3517184779069267
4140,0.19272249536260766
4141,0.316051673957699
4142,0.3122854498492978
4143,0.3765857641679052
4144,0.08805888900393936
4145,0.10298244452606493
4146,0.08403050736074032
4147,0.15456132417233095
4148,0.07128338548834784
4149,0.4929032000461662
4150,0.12657281233699252
4151,0.6766118141140521
4152,0.5088354751765096
4153,0.5083566172614118
4154,0.05920116640210288
4155,0.2410884786597668
4156,0.07261261685526067
4157,0.3632678469546753
4158,0.27890949429813994
4159,0.22100660890081558
4160,0.7636454793946393
4161,0.8537573117813123
4162,0.04568046764479031
4163,0.08782761452338743
4164,0.10229701222523195
4165,0.10336679608185968
4166,0.6005990036967441
4167,0.05001603032683763
4168,0.053092788340933145
4169,0.053473031636524816
4170,0.28868261937605094
4171,0.07124140687223074
4172,0.7903659364747112
4173,0.056754043157959934
4174,0.15026340577347239
4175,0.17791080337507525
4176,0.17357632946742654
4177,0.5914613396546732
4178,0.2387883002505721
4179,0.12638476151763237
4180,0.15166745141617557
4181,0.11724492321974035
4182,0.068830280913141
4183,0.11692427975507441
4184,0.41547638227970646
4185,0.3593413064887608
4186,0.19022971480283113
4187,0.3871415759294476
4188,0.762442964116901
4189,0.3868621361149076
4190,0.13853971950658495
4191,0.38094722522318375
4192,0.40728879008851454
4193,0.3481133908318732
4194,0.36224065903335817
4195,0.2773327898520143
4196,0.5132278727498277
4197,0.8255409228498345
4198,0.12839175673080716
4199,0.20437995573650838
4200,0.5114170247407772
4201,0.09871620567626367
4202,0.203413753682868
4203,0.24735654297585163
4204,0.5110731748524416
4205,0.1886645797602394
4206,0.09323008462437614
4207,0.32838647983863734
4208,0.5914420186575167
4209,0.12768722056524276
4210,0.8575266171400436
4211,0.5849057253334661
4212,0.503708984773534
4213,0.12999900927290173
4214,0.7086349659099668
4215,0.2457306123159387
4216,0.7372215592204596
4217,0.48855759241865937
4218,0.7570919272004734
4219,0.3730161237050631
4220,0.19992552818490314
4221,0.5300708669981614
4222,0.17819980605454247
4223,0.068396940751575
