id,y
4000,0.42734292912006694
4001,0.01481297746270883
4002,0.014563957428898393
4003,0.04141215562887635
4004,0.05300104594397641
4005,0.2018578601110906
4006,0.049039551190617175
4007,0.0034734319360566627
4008,0.02275490633580812
4009,0.010904171892663947
4010,0.7857013742740548
4011,0.4308103991685216
4012,0.07079441049262938
4013,0.051932386658667166
4014,0.35273570004627686
4015,0.025980250279515033
4016,0.013629207780683196
4017,0.013445293646812715
4018,0.018880273534897688
4019,0.01719868955131446
4020,0.25222852934395473
4021,0.09542271689099732
4022,0.2891527303749215
4023,0.009872940282138634
4024,0.1216659378428038
4025,0.01923123284736032
4026,0.07527690730789291
4027,0.10151434125361865
4028,0.007247950499269623
4029,0.2259984471843599
4030,0.019171121171241524
4031,0.3153890108865306
4032,0.02512450277381252
4033,0.2670178479729134
4034,0.05179782053789294
4035,0.25372540845543107
4036,0.11932459698184356
4037,0.09661036655687165
4038,0.03130784756887959
4039,0.2256598994470474
4040,0.011558480707723131
4041,0.18744875697504146
4042,0.2811197878788683
4043,0.06367672536491502
4044,0.08821214377068874
4045,0.009852573026994075
4046,0.09210028561875702
4047,0.155161800298268
4048,0.40991873734242984
4049,0.11642906761636933
4050,0.021442548893724964
4051,0.021297750111054503
4052,0.05057239659641775
4053,0.03292005420372725
4054,0.38844489530779924
4055,0.4209556384259862
4056,0.40933071087489353
4057,0.34729585762887144
4058,0.013173738622864986
4059,0.009274262432328914
4060,0.033193977153567145
4061,0.05958400930151329
4062,0.02962473336937308
4063,0.013105947739424471
4064,0.01658434318062911
4065,0.027340979925059967
4066,0.13474248534304004
4067,0.2939176296009962
4068,0.01065585699675055
4069,0.40510104964462174
4070,0.03651568190010733
4071,0.04418959371639898
4072,0.021360407209403007
4073,0.1403331134884903
4074,0.037047173530373116
4075,0.00959632018609876
4076,0.37460530384798707
4077,0.09079366660049495
4078,0.6754819849070797
4079,0.048159712193548296
4080,0.011933358116715267
4081,0.03058085903702792
4082,0.19886691769000878
4083,0.4058279154145597
4084,0.6526722175737595
4085,0.005435783804804878
4086,0.11094394125663914
4087,0.021320920067408333
4088,0.03928033440639649
4089,0.013619304903119205
4090,0.6163037764974546
4091,0.33920565481765247
4092,0.050920308424207826
4093,0.1241318605402293
4094,0.7400196827497443
4095,0.10769972316629665
4096,0.021842442106498522
4097,0.059645607072761536
4098,0.03579816223189893
4099,0.02712635605052571
4100,0.05643912951434919
4101,0.018669028226018257
4102,0.28502214018446703
4103,0.08457896976768682
4104,0.033009782438439085
4105,0.03703868192770554
4106,0.026521599350488076
4107,0.042747125099427845
4108,0.23463384492085299
4109,0.5542954647782006
4110,0.2337849379971742
4111,0.09558301861099976
4112,0.020651580940947073
4113,0.052668487963585114
4114,0.046338313152380385
4115,0.0076994465922920925
4116,0.04760084612319559
4117,0.02768435832242397
4118,0.29726569762335525
4119,0.02449859254486302
4120,0.5043737453026549
4121,0.05346934042322893
4122,0.051385758266467456
4123,0.04261013058339114
4124,0.6309739412627406
4125,0.03516272764025497
4126,0.04659286735494159
4127,0.12166922738513603
4128,0.0508352607922435
4129,0.07735993461301525
4130,0.04455468670368881
4131,0.02998158180438258
4132,0.5370886120643115
4133,0.09036955884501494
4134,0.5795500215903505
4135,0.005720700386048521
4136,0.1741166358127645
4137,0.01673464372284771
4138,0.01241801074473859
4139,0.08381980964859172
4140,0.012371820022510398
4141,0.057339078312889195
4142,0.18765773218257661
4143,0.09065202187626475
4144,0.02066736277456919
4145,0.014708943830371949
4146,0.00763871474966294
4147,0.023012632293185342
4148,0.016816302975016333
4149,0.24595799798656193
4150,0.014145533400250094
4151,0.39111869190093274
4152,0.19954144415527245
4153,0.2495185917940472
4154,0.0074637676750101585
4155,0.04830451453848837
4156,0.022795449541932074
4157,0.4443973143949386
4158,0.10166003783638163
4159,0.0230237798797964
4160,0.6428613166181429
4161,0.7747458349795479
4162,0.018077509452958537
4163,0.007614279732846435
4164,0.028022919071640427
4165,0.011631808930898817
4166,0.3161004989584649
4167,0.005148710224713365
4168,0.005274373292371326
4169,0.014125425050314189
4170,0.040325726417215824
4171,0.020708864327198734
4172,0.5072014564177412
4173,0.016432135923093172
4174,0.04984715550300271
4175,0.03993956598173621
4176,0.3151147742200973
4177,0.30902203650594806
4178,0.030212104696130244
4179,0.006490010047715725
4180,0.013476234535214529
4181,0.013024583374877764
4182,0.01043207464930746
4183,0.010442826614042408
4184,0.15206871352585485
4185,0.08261882225428875
4186,0.023935374254070316
4187,0.5284455527741592
4188,0.3658901572114551
4189,0.104147436794312
4190,0.06658296883612581
4191,0.16833493125231444
4192,0.36063825496510965
4193,0.17722831517257345
4194,0.11980955602146216
4195,0.2311543994981211
4196,0.41999673612647964
4197,0.33313288209568825
4198,0.004928500971503385
4199,0.09035041666007364
4200,0.27092082934635087
4201,0.048145662949831955
4202,0.02789221698967533
4203,0.04805051047470537
4204,0.3005327275320042
4205,0.020259254835197006
4206,0.01545850172198747
4207,0.052744422047469264
4208,0.35371192814853036
4209,0.017331595623770044
